Worker Id,User quit ?,Worker Score,Worker Experience,Years Programming,Worker Gender,Worker Age,Worker Country,Prog Language,Learned on,#HITs,#Questions Answered,#Yes,#No's,#IDK,Difficulty Average,Confidence Average,Answer Duration Average,Day of most answers,#Expected Yes,#Expected No's,Optimism(Yes'/Expected Yes's),Pessimism(No'/Expected No's),#True Positives,#True Negatives,#False Positives,#False Negatives,#IDK2,Total,,,
11gC-7G4C303,Failed Test,40,Hobbyist,13,Male,29,United States,JavaScript,"High School,University,Web",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1
1208Ie0a-4I-43-6,Failed Test,-1,Hobbyist,13,Male,29,United States,JavaScript,"High School,University,Web",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1
50cC6E-5e5-16,Failed Test,-1,Hobbyist,13,Female,31,USA,C++,"High School,Other books",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1
1337ig-1E4I81-7,Quit without reason,-1,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,
94ce-5I9a-4-3-6:477Gi5i-7I316,Completed Tasks,80,Hobbyist,14,Male,32,USA,"PHP, JavaScript",Web,2,5,3,2,0,2,3,448.146,4,1,4,3,0.5,1,2,2,0,0,5,,,1
0ic9C7A762,Completed Tasks,100,Hobbyist,14,Female,31,USA,C++,"High School,University,Other books",1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1
924aa5i6e-901,Failed Test,-1,Hobbyist,14,Male,31,United States of America,C#,"High School,Web",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1
12AA9A9A1-8-1,Failed Test,-1,Hobbyist,14,Female,29,United States,JAVA,High School,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1
778EG-8a-1I82-1,Quit without reason,-1,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,
25cC0a3a920,Failed Test,-1,Hobbyist,15,Male,33,usa,"Ruby, Java","High School,Web",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1
757II-4c-5I812,Failed Test,-1,Hobbyist,15,Male,66,India,sql,Other In office,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1
1229cG-8G1G-915,Completed Tasks,80,Hobbyist,15,Male,32,USA,C++,"High School,University,Web",2,3,1,2,0,1,5,218.9456667,2,0,3,0,0.666666667,0,2,1,0,0,3,,,1
669Ce-6e1a4-71,Completed Tasks,60,Hobbyist,15,Male,37,USA,Python,Web,3,9,3,4,2,4,3,671.4976667,2,1,8,3,0.5,1,4,2,0,2,9,,,1
1167Aa-8e-3C2-5-7,Quit without reason,-1,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,
755ic-7g-8i-480,Quit without reason,-1,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,
593cg-2C2E662,Failed Test,40,Hobbyist,15,Male,35,USA,"JAVA, C",Web,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1
237Eg-5i-4c21-2,Failed Test,40,Hobbyist,15,Male,32,US,C,Web,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1
34cI1E-5G-710,Quit without reason,-1,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,
703ac5E9C60-3,Failed Test,-1,Hobbyist,15,Male,33,United States,Python,"High School,University,Web",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1
396Gg-1i-3i-63-1,Failed Test,40,Hobbyist,15,Male,36,Indonesia,"HTML, PHP",Web,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1
125GC8g3G1-50,Failed Test,-1,Hobbyist,15,Male,46,USA,VBA,Web,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1
44gc0g-2g533,Failed Test,20,Hobbyist,15,Male,35,USA,"JAVA, C","High School,University,Web",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1
318ei6C-4e59-7,Completed Tasks,100,Hobbyist,15,Male,30,USA,Javascript,Web,1,3,0,3,0,1,5,269.4406667,1,0,3,0,1,0,3,0,0,0,3,,,1
472aa6a0C277,Failed Test,-1,Hobbyist,15,Male,40,usa,C++,University,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1
607iG-5I0i314,Completed Tasks,80,Hobbyist,15,Male,35,USA,"JAVA, C",Web,1,3,1,2,0,2,4,98.08566667,1,1,2,1,1,0,1,1,1,0,3,,,1
175Ge-8I-3A-684,Completed Tasks,60,Hobbyist,15,Male,32,USA,"Perl, Java","High School,University,Web",1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1
45GG-1a-8g-4-28,Quit without reason,-1,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,
281gg-8C-8C764,Failed Test,20,Hobbyist,15,Male,40,USA,Perl,"University,Web",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1
1289Ag0i0C2-3-2,Quit without reason,-1,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,
311CG-4G3a1-2-8,Failed Test,40,Hobbyist,15,Female,40,USA,HTML,"Web,Other playing around",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1
96CE1c7G35-1:591ga-7E0E9-88,Completed Tasks,80,Hobbyist,15,Female,31,USA,"java, python",Web,7,15,6,9,0,3,3,683.4681333,1,3,12,2,0.75,1,7,5,2,0,15,,,1
86GI-2G8C0-73,Completed Tasks,80,Hobbyist,15,Male,32,USA,c++,"High School,Web",1,2,0,2,0,1,4,109.335,5,0,2,0,1,0,2,0,0,0,2,,,1
111gC5I-5c-91-5,Failed Test,40,Hobbyist,15,Female,31,USA,"java, python",Web,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1
1126Ai0i0i-74-1,Completed Tasks,100,Hobbyist,15,Male,29,USA,"Python, JavaScript, PHP, Java","Web,Other Instructional books",1,3,0,3,0,2,4,223.0923333,2,0,3,0,1,0,3,0,0,0,3,,,1
1101EG9I3G-450,Quit without reason,-1,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,
194Ii-3g-7g-8-85,Quit without reason,-1,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,
158CA7e7a984,Failed Test,0,Hobbyist,15,Male,33,United States,Basic,High School,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1
59eA3i6i030:86GA-3G-4C8-5-2,Quit,80,Hobbyist,15,Male,31,United States of America,C#,"High School,Web",8,18,4,14,0,2,3,1082.728278,5,4,14,1,1,3,13,1,1,0,18,,,1
44ai-6c8A-73-2,Failed Test,-1,Hobbyist,15,Male,33,America,C,Web,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1
1328EA2C-3E612,Failed Test,-1,Hobbyist,15,Female,37,USA,HTML,Web,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1
52Ce2i0i-614,Completed Tasks,100,Hobbyist,15,Male,29,United States,"C++, Visual Basic",Other Middle school,1,3,0,3,0,2,4,421.441,5,1,2,0,1.5,0,2,0,1,0,3,,,1
502Ia1G-7i-502,Completed Tasks,100,Hobbyist,15,Male,29,India,"VB.Net, SQL",Other Self Help Books,1,3,0,3,0,1,5,139.602,1,0,3,0,1,0,3,0,0,0,3,,,-1
1225GG-7G0c-700,Failed Test,40,Hobbyist,15,Male,42,usa,java script,University,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,-1
243Ei2E-6E705,Quit without reason,-1,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,
367CC7e3g885,Failed Test,40,Hobbyist,15,Male,29,usa,"basic, javascript, html","High School,Web",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1.5
501Gc-8E8e-5-7-6,Quit without reason,-1,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,
88aa-2e8E135,Failed Test,-1,Hobbyist,15,Male,35,UK,PHP,Web,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1.5
673eG3G4e074,Completed Tasks,60,Hobbyist,16,Male,52,USA,C#,Other by myself from books,1,3,2,1,0,1,5,440.017,2,0,3,0,0.333333333,0,1,2,0,0,3,,,10
321EC-4a-4C352,Quit without reason,-1,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,
711gG-4I0A-72-1,Quit without reason,-1,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,
782Ig4I7E-70-3,Failed Test,40,Hobbyist,17,Female,43,United States,C++,Web,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,10
387gi-4a-3i0-5-9,Failed Test,20,Hobbyist,2,Male,39,usa,english,University,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,10
728ia5I-5e0-48,Completed Tasks,100,Hobbyist,2,Male,36,USA,"python, r, java","University,Web",1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,10
25ae1e1I-8-1-2,Failed Test,0,Hobbyist,2,Male,24,us,java,"High School,Web",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,10
1666iE-1G-5g3-40,Failed Test,-1,Hobbyist,2,Male,30,USA,"Java, C","High School,University",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,10
1663Ec-3G-8I-11-4,Failed Test,-1,Hobbyist,2,Male,23,United States,python,Web,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,10
528AG9I0E-612,Quit without reason,-1,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,
1499aa-2I7G-47-7,Completed Tasks,80,Hobbyist,2,Male,34,USA,C++,Web,1,3,1,2,0,1,5,46.99833333,4,0,3,0,0.666666667,0,2,1,0,0,3,,,10
567ce1I8G342,Failed Test,-1,Hobbyist,2,Female,25,USA,HTML,High School,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,10
1144aG9I5E-609,Quit,60,Hobbyist,2,Female,32,United States,javascript,University,1,1,0,0,1,5,0,1009.748,2,1,0,0,0,0,0,0,0,1,1,,,10
373iG0E3C-18-8,Quit,80,Hobbyist,2,Male,24,United States,"Python, C++","University,Web",2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,10
62GC9g6e-49-2,Failed Test,20,Hobbyist,2,Male,20,USA,C,"High School,University",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,10
1509Ia1a0g-367,Quit,40,Hobbyist,2,Male,22,united states,java,High School,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,10
637aC3c2g8-2-7,Failed Test,20,Hobbyist,2,Male,30,USA,Java,"High School,Web",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,10
980EG7a3e5-43,Quit without reason,-1,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,
1421Aa-2I-3c-6-9-1,Failed Test,20,Hobbyist,2,Female,24,india,"android,java","University,Web",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,10
1224Aa9G4G-93-2,Failed Test,-1,Hobbyist,2,Male,25,USA,C#,Web,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,10
24aa-2E0a-11-9,Quit without reason,-1,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,
653Ce0c-1I-2-16,Quit without reason,-1,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,
503Eg6A-1E-89-4,Quit without reason,-1,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,
741ag-7i0E42-8,Failed Test,40,Hobbyist,2,Other,26,America,C++,University,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,10
508cC-2C3g2-49,Failed Test,40,Hobbyist,2,Female,39,usa,java,Web,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,10
102aa-1C-4E-39-2,Failed Test,-1,Hobbyist,2,Male,35,USA,Basic,Other Taught myself,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,10
185CE-8c-9i-609,Failed Test,40,Hobbyist,2,Male,54,United States,C,Web,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,10
805aA4C3C-174,Completed Tasks,80,Hobbyist,2,Male,27,United States,Java,"University,Web",1,3,0,3,0,3,5,403.1373333,2,0,3,0,1,0,3,0,0,0,3,,,10
309Ag4i1i-3-6-5,Failed Test,-1,Hobbyist,2,Male,29,usa,C++,University,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,10
221gA1a-8A379,Failed Test,-1,Hobbyist,2,Male,33,United States,.NET,Other On the job,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,10
441ag9g-5a947,Failed Test,0,Hobbyist,2,Female,39,USA,HTML (if that counts),Web,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,10
485Ae3G-8e71-1,Failed Test,40,Hobbyist,2,Male,20,USA,Python,Web,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,10
202ig-8C4i00-8,Quit without reason,-1,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,
596ie9E-6i-1-3-1,Quit without reason,-1,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,
1488ae-2i1E07-5,Quit without reason,-1,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,
1597Cg-5a0g-9-1-6,Failed Test,-1,Hobbyist,2,Female,31,USA,"Basic, C++",Web,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,10
377Ga0a-9A-2-19,Failed Test,0,Hobbyist,2,Female,29,United States,"Java, HTML",University,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,10
192IC-8g2a-88-9,Quit without reason,-1,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,
204ia5G-3a0-7-5,Quit without reason,-1,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,
1417Ag-3G5C35-1,Failed Test,0,Hobbyist,2,Male,33,united states of america,android,Web,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,10
54Ia8c-8A3-80,Failed Test,20,Hobbyist,2,Male,28,USA,html & ccs,Web,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,10
2ag5c3i5-96,Failed Test,20,Hobbyist,2,Male,28,usa,visual basics,High School,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,10
32aA0g3i-813,Completed Tasks,80,Hobbyist,2,Male,22,USA,python,"High School,University",1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,10
50ga-4e-3E9-31,Failed Test,-1,Hobbyist,2,Female,31,USA,HTML5,"University,Web,Other self-taught",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,10
948cI2I-2e-91-3,Quit without reason,-1,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,
1553ce3G-9A-4-3-9,Completed Tasks,80,Hobbyist,2,Male,24,USA,"javascript, go","University,Web",3,6,1,2,3,3,1,192.4818333,4,2,4,0.5,0.5,0,2,1,0,3,6,,,10
280AA7g-9g-4-30,Quit without reason,-1,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,
1070Cc3A-8C-6-32,Quit,-1,Hobbyist,2,Female,35,USA,NONE,University,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,10
552CI9a6E-900,Quit without reason,-1,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,
350ci-7E1e61-3,Failed Test,40,Hobbyist,2,Male,19,USA,HTML,"University,Web",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,10
28aI0G7a004,Failed Test,20,Hobbyist,2,Male,26,usa,javascript,Web,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,10
564aI9A-6g-1-42,Quit without reason,-1,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,
63CE7e-7A7-71,Failed Test,-1,Hobbyist,2,Female,35,usa,java,Web,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,10
176cI8I1i164,Failed Test,40,Hobbyist,2,Male,32,US,php,Web,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,10
34AC-4E8i678,Quit without reason,-1,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,
888Ca9C9G701,Quit without reason,-1,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,
226Ec3e-7a-75-4,Failed Test,20,Hobbyist,2,Female,31,USA,"HTML, JAVA",High School,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,10
602GE-5G-5I-516,Quit without reason,-1,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,
365iC-2I4c94-1,Failed Test,0,Hobbyist,2,Male,27,USA,html,University,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,10
1311gI3e4e19-1,Quit without reason,-1,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,
608EI-4E-6i-14-7,Quit without reason,-1,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,
1295iC-2C8E-1-6-2,Failed Test,0,Hobbyist,2,Male,29,United States,C++,Other Work,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,10
268Ei4e5I-9-83,Failed Test,20,Hobbyist,2,Female,25,United States,JavaScript,High School,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,10
920CA1g6C-49-5,Completed Tasks,80,Hobbyist,2,Male,27,USA,C++,Web,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,10
585Eg7c9e716,Completed Tasks,100,Hobbyist,2,Female,25,United States,Python,Web,1,3,0,1,2,5,0,747.9203333,1,0,3,0,0.333333333,0,1,0,0,2,3,,,10
883ae6c-1C1-3-3,Quit,80,Hobbyist,2,Male,35,United States,python,Web,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,10
39AI8G1e4-9-4,Quit without reason,-1,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,
20ii4C1a10-8,Quit without reason,-1,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,
2gc-9I3E-29-3,Quit,-1,Hobbyist,2,Male,23,USA,Java,"High School,Web",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,10
12Gg-5E9I0-2-9,Failed Test,20,Hobbyist,2,Male,26,United States,java,University,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,10
1320Ia6G-9i1-9-5,Failed Test,0,Hobbyist,2,Female,27,USA,Java,University,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,10
1595IE-5C2g00-1,Failed Test,20,Hobbyist,2,Male,22,USA,HTML,University,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,10
441eI2G-1C918,Failed Test,-1,Hobbyist,2,Male,42,United States,C++,"High School,University",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,10
1384ci-8A-8a669,Failed Test,-1,Hobbyist,2,Male,31,USA,Java,"University,Web",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,10
74Ai-1a-2I0-4-7,Failed Test,20,Hobbyist,2,Male,24,USA,Java,"University,Web",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,10
314ci5G-4G12-4,Failed Test,-1,Hobbyist,2,Female,27,USA,HTML,Web,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,10
91Ae6A2C2-34,Failed Test,40,Hobbyist,2,Prefer not to tell,23,USA,"html 5, java, css, c","High School,Web",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,10
676ec6g2C1-2-9,Completed Tasks,100,Hobbyist,2,Male,29,USA,Ruby,"High School,University,Web",1,3,2,1,0,1,4,178.1106667,2,2,1,1,1,2,1,0,0,0,3,,,10
1674Ae7c3A62-4,Failed Test,-1,Hobbyist,2,Female,32,United States,javascript,University,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,10
277Ic-4i-8e24-5,Failed Test,-1,Hobbyist,2,Male,40,United States,HTML,Web,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,10
531IC-8e1c-4-5-7,Quit without reason,-1,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,
827Cc5G5e1-60,Quit without reason,-1,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,
279AI-7a-9c-654,Quit without reason,-1,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,
1644Ci-1A0C0-1-3,Failed Test,-1,Hobbyist,2,Female,25,United States,Python,Web,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,10
860IA-2a1i-736,Failed Test,0,Hobbyist,2,Male,26,United States,C+,Web,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,10
1658GG3E9G995,Failed Test,20,Hobbyist,2,Female,26,United States of America,Basic,Web,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,10
238Aa9G-7a-57-6,Quit without reason,-1,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,
458gI8e-3I73-5,Failed Test,-1,Hobbyist,2,Male,23,USA,javascript,"University,Web",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,10
1426cG2e1a-739,Failed Test,0,Hobbyist,2,Male,33,USA,c++,Web,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,10
19iI0a-4G-6-8-3,Quit without reason,-1,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,
850CI-4G6E-6-4-8,Completed Tasks,60,Hobbyist,2,Female,23,USA,C#,Web,1,3,1,2,0,3,2,332.094,1,1,2,1,1,1,2,0,0,0,3,,,10
1363Gg6C6C-95-2,Quit without reason,-1,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,
1186Ac-2g-9a73-3,Failed Test,40,Hobbyist,2,Male,19,United States,HTML,Web,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,10
949CE3C7G8-76,Quit without reason,-1,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,
126cc-3a8c-6-3-4,Quit without reason,-1,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,
454eA6E0a860,Failed Test,40,Hobbyist,2,Male,24,Usa,Java,"University,Web",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,10
29gG-8G-4C506,Quit without reason,-1,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,
929eE-8G-9E-15-4,Failed Test,-1,Hobbyist,2,Male,29,USA,C++,Web,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,10
70iI-8e-2i-4-5-1,Failed Test,20,Hobbyist,2,Male,35,USA,"C, bash",University,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,10
715Ca-6I-2i71-8,Quit,60,Hobbyist,2,Female,32,United States,javascript,University,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,10
696gE-3G1a-69-2,Failed Test,20,Hobbyist,2,Female,25,america,java,University,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,10
1529ec6E-9a6-32,Failed Test,0,Hobbyist,2,Male,23,United States,Visual basic,High School,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,10
140Ai0i2A-9-2-6,Failed Test,-1,Hobbyist,2,Male,36,United States,"css, javascript, php",Web,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,10
141IG6E-8I-5-49,Failed Test,-1,Hobbyist,2,Male,28,USA,C,University,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,10
147CA7a4E-415,Failed Test,20,Hobbyist,2,Male,31,United States of America,Javascript,High School,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,10
851II-9g3c6-1-9,Failed Test,20,Hobbyist,2,Female,39,India,linux,High School,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,10
1193iI-7I-2i5-31,Quit without reason,-1,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,
468Ga1a7a1-81,Completed Tasks,60,Hobbyist,2,Male,31,USA,C++,University,1,3,2,0,1,3,1,153.5653333,1,0,3,0,0,0,0,2,0,1,3,,,10
647CA-4c9C3-6-4,Failed Test,0,Hobbyist,2,Male,23,United States of America,C#,University,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,10
349AA7A3G6-7-6,Quit without reason,-1,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,
1053EC2A9a-410,Failed Test,0,Hobbyist,2,Female,39,USA,C/C++,Web,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,10
79ie9e5g-6-9-5,Failed Test,20,Hobbyist,2,Male,32,USA,html,Web,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,10
258aC-9E1i44-2,Quit without reason,-1,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,
409cC8G0c0-5-1,Failed Test,40,Hobbyist,2,Male,23,USA,Java,University,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,10
1369Ea-8G-1A105,Failed Test,-1,Hobbyist,2,Male,29,United States,C#,Web,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,10
327AA-8g-5i-4-2-3,Failed Test,0,Hobbyist,2,Female,41,USA,java,Web,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,10
1579ge6G-6c-1-7-8,Quit without reason,-1,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,
