workerID,fileName,score,profession,gender,yearsOfProgramming,country,programmingLanguage,IDKLevel,TP,TN,FP,FN,Precision,Recall,Accuracy,Total,Column1,log,Correct Answers,Bug covering
855ce-6e-8A-7-3-2,J4.7,3,Undergraduate_Student,Male,4,US,JAVA,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00
549EI-5E-8e-92-5,J4.7,5,Hobbyist,Female,5,INDIA,JAVA,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.30,0.00,1.00
850CI-4G6E-6-4-8,J4.7,3,Hobbyist,Female,2,US,C#,0.00,1.00,2.00,0.00,0.00,1.00,1.00,1.00,3.00,0.00,0.00,3.00,1.00
1428ei-8G-8i70-4,J4.7,3,Undergraduate_Student,Female,3,INDIA,c,0.00,1.00,0.00,1.00,0.00,0.50,1.00,0.50,2.00,0.50,0.18,1.00,1.00
106iG8G-9I-9-80:590CG-6G-7i-71-9,J5.35,4,Professional_Developer,Male,10,US,C++,0.00,1.00,0.00,2.00,0.00,0.33,1.00,0.33,3.00,0.67,0.22,1.00,1.00
751gC1a0c-7-3-2,J4.7,4,Hobbyist,Male,1,US,Python,2.00,0.00,1.00,1.00,1.00,0.00,0.00,0.33,3.00,0.67,0.22,1.00,1.00
1085iG9e-2C-6-57,J4.7,5,Professional_Developer,Male,3,INDIA,JAVA,0.00,0.00,2.00,0.00,1.00,0.00,0.00,0.67,3.00,0.33,0.12,2.00,1.00
1338Ag-4A7i-4-85,J1.8,3,Graduate_Student,Male,2,US,JAVA,2.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,2.00,1.00,0.30,0.00,1.00
556ce9C0G5-9-7,J6.51,4,Undergraduate_Student,Male,2,US,JAVA,0.00,0.00,2.00,0.00,1.00,0.00,0.00,0.67,3.00,0.33,0.12,2.00,1.00
394Cg0C6E-70-2,J3.6,3,Graduate_Student,Male,3,Bulgaria,"C#, Python",0.00,1.00,1.00,1.00,0.00,0.50,1.00,0.67,3.00,0.33,0.12,2.00,1.00
10eA-4G6I98-6,J4.7,5,Undergraduate_Student,Male,1,US,html,0.00,1.00,0.00,2.00,0.00,0.33,1.00,0.33,3.00,0.67,0.22,1.00,1.00
555aC0a8e4-8-3:535CE8A-5e-95-2,J1.8,3,Graduate_Student,Female,1,US,JAVA,0.00,1.00,0.00,2.00,0.00,0.33,1.00,0.33,3.00,0.67,0.22,1.00,1.00
816iE-9I-4e-87-8,J4.7,3,Graduate_Student,Male,2,INDIA,JAVA,3.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,3.00,1.00,0.30,0.00,1.00
357Ac8I-6G-770,J5.35,3,Undergraduate_Student,Male,2,US,Matlab,0.00,1.00,1.00,1.00,0.00,0.50,1.00,0.67,3.00,0.33,0.12,2.00,1.00
1159AI-9A9g2-1-9,J4.7,5,Professional_Developer,Male,20,US,JAVA,0.00,0.00,2.00,0.00,1.00,0.00,0.00,0.67,3.00,0.33,0.12,2.00,1.00
584cC0A4G-821,J7.33,4,Undergraduate_Student,Male,1,US,JAVA,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.30,0.00,1.00
100iI-7A-7g-505:15ge-4I9c-31-7,J1.8,5,Hobbyist,Male,4,US,JAVA,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,2.00,1.00,0.30,0.00,1.00
37gg5C-5i149,J5.35,5,Graduate_Student,Male,6,US,C,2.00,1.00,0.00,2.00,0.00,0.33,1.00,0.33,3.00,0.67,0.22,1.00,1.00
1471CA8i0C-225,J1.8,5,Other,Female,15,US,Python,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,2.00,0.00,0.00,2.00,1.00
434Ci3a0c-1-68,J5.35,4,Professional_Developer,Male,33,US,C#,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.33,3.00,0.67,0.22,1.00,1.00
1504ic8g0I130:312cI-5a9I-1-82:10eG-8i5a-618,J3.6,5,Professional_Developer,Male,8,INDIA,C#,0.00,1.00,2.00,0.00,0.00,1.00,1.00,1.00,3.00,0.00,0.00,3.00,1.00
92ea8E5i07-8:77cc-5c0G32-4,J8.54,4,Graduate_Student,Male,6,US,JAVA,0.00,0.00,2.00,0.00,1.00,0.00,0.00,0.67,3.00,0.33,0.12,2.00,1.00
985AG2C4g-61-6,J4.7,3,Graduate_Student,Female,1,INDIA,C,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.33,3.00,0.67,0.22,1.00,1.00
1050eE-1c-6C0-2-1,J4.7,5,Professional_Developer,Male,10,US,php,0.00,1.00,2.00,0.00,0.00,1.00,1.00,1.00,3.00,0.00,0.00,3.00,1.00
94iC8I-7g2-6-9:176ac-2C-6e7-94,J3.6,3,Professional_Developer,Male,25,US,"C#, C++",0.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,3.00,1.00,0.30,0.00,1.00
1206iA4i-9C6-8-3,J6.51,5,Undergraduate_Student,Female,2,US,3,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.33,3.00,0.67,0.22,1.00,1.00
118Cc-2C-6I-1-83,J6.51,5,Graduate_Student,Female,3,INDIA,JAVA,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.33,3.00,0.67,0.22,1.00,1.00
656AI5G0i-32-5,J1.8,4,Undergraduate_Student,Male,4,US,JAVA,0.00,1.00,2.00,0.00,0.00,1.00,1.00,1.00,3.00,0.00,0.00,3.00,1.00
881AC0I2E-625:135cI3E-7e8-86,J1.8,5,Professional_Developer,Male,7,US,JAVA,0.00,1.00,2.00,0.00,0.00,1.00,1.00,1.00,3.00,0.00,0.00,3.00,1.00
1523iA8C4C-602,J1.8,5,Professional_Developer,Male,14,US,"C++,Object Pascal",0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,2.00,0.00,0.00,2.00,1.00
375iA6E-5g91-6,J7.33,5,Hobbyist,Female,5,US,JAVA,0.00,0.00,2.00,0.00,1.00,0.00,0.00,0.67,3.00,0.33,0.12,2.00,1.00
96CE1c7G35-1:591ga-7E0E9-88,J4.7,4,Hobbyist,Female,15,US,JAVA,0.00,0.00,2.00,0.00,1.00,0.00,0.00,0.67,3.00,0.33,0.12,2.00,1.00
5Ag-2g5E106,J4.7,5,Undergraduate_Student,Male,3,US,JAVA,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.33,3.00,0.67,0.22,1.00,1.00
222cC-5A1E364,J8.54,4,Professional_Developer,Male,5,US,JAVA,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.33,3.00,0.67,0.22,1.00,1.00
1457Ee7C-8c4-51:836Ii-6G-5c-819,J4.7,3,Undergraduate_Student,Female,2,US,Python,3.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,3.00,1.00,0.30,0.00,1.00
901AG-9g1g270,J4.7,5,Professional_Developer,Female,7,INDIA,JAVA,0.00,1.00,2.00,0.00,0.00,1.00,1.00,1.00,3.00,0.00,0.00,3.00,1.00
470Gc0A-7e-350,J7.33,5,Hobbyist,Male,10,US,JAVA,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,2.00,1.00,0.30,0.00,1.00
431IC5c-9A-716,J5.35,3,Undergraduate_Student,Female,2,US,C++,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.33,3.00,0.67,0.22,1.00,1.00
268Ai-3a-7G689,J3.6,3,Graduate_Student,Female,2,US,python,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.33,3.00,0.67,0.22,1.00,1.00
1569GA-9C0a903,J1.8,5,Professional_Developer,Male,7,US,visual foxpro,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,2.00,0.00,0.00,2.00,1.00
262IG-2i-1e-860,J3.6,5,Undergraduate_Student,Female,1,US,JAVA,1,1,0,2,0,,,,,,,,
50gG-8i8g-16-5,J4.7,5,Hobbyist,Male,4,US,JAVA,0,0,2,1,0,,,,,,,,
83gE-9E9a-176:1609ca8I0E-894,J1.8,4,Undergraduate_Student,Male,9,US,c++,0,1,1,0,0,,,,,,,,
1568aA-4c6i-106:505iC4e-2c-439,J4.7,3,Professional_Developer,Male,15,US,"Perl, SQL",0,0,1,1,1,,,,,,,,
714gE-6e0E-3-3-3,J8.54,3,Undergraduate_Student,Female,1,INDIA,C,0,0,1,0,2,,,,,,,,
589GA-9C3c710,J7.33,3,Hobbyist,Male,3,US,JAVA,1,0,0,2,0,,,,,,,,
12gG3I-4G95-8,J3.6,4,Hobbyist,Male,5,US,python,2,0,1,2,0,,,,,,,,
1518CC2g5I-319,J1.8,4,Graduate_Student,Male,3,US,JAVA,0,0,2,0,0,,,,,,,,
447Ic-4a0e0-7-3,J3.6,4,Undergraduate_Student,Male,2,US,C++,0,0,1,1,1,,,,,,,,
5ai0i-8E-72-1,J5.35,3,Professional_Developer,Female,5,INDIA,JAVA,0,1,0,2,0,,,,,,,,
725gi2i-5a38-8,J4.7,4,Graduate_Student,Male,4,US,JAVA,1,0,0,1,0,,,,,,,,
966EA3a-3A1-1-5,J8.54,5,Professional_Developer,Male,8,INDIA,C#,0,0,3,0,0,,,,,,,,
1229cG-8G1G-915,J4.7,4,Hobbyist,Male,15,US,C++,0,0,2,1,0,,,,,,,,
356aC-2E-3i-1-9-2,J8.54,4,Hobbyist,Female,1,US,BASH,0,0,3,0,0,,,,,,,,
474ic-2g1i-23-3,J8.54,5,Undergraduate_Student,Male,20,US,PHP,0,0,3,0,0,,,,,,,,
666cg2a-4C2-83,J4.7,3,Hobbyist,Female,12,US,C++,0,1,2,0,0,,,,,,,,
1535eC4G4g-8-85:827Ca-4g2e-90-5,J4.7,5,Professional_Developer,Male,1,INDIA,JAVA,0,0,1,2,0,,,,,,,,
892CA6a-8c802:759GA-8a-5a-285,J1.8,4,Professional_Developer,Female,6,INDIA,"PHP,MySQL",0,0,0,3,0,,,,,,,,
772ia-5e-2C4-55,J4.7,4,Hobbyist,Male,8,US,JAVA,0,0,3,0,0,,,,,,,,
594eG-2e-7C12-9,J8.54,3,Hobbyist,Male,10,INDIA,"VB.net, MQL4",0,0,1,2,0,,,,,,,,
777Ci4A2a213,J4.7,3,Undergraduate_Student,Male,2,US,Python,0,0,1,2,0,,,,,,,,
693ag0C9I-13-6,J1.8,4,Graduate_Student,Male,2,US,JAVA,0,0,1,0,0,,,,,,,,
1183aG3E2c-60-7,J6.51,4,Undergraduate_Student,Male,2,US,JAVA,0,0,3,0,0,,,,,,,,
664Ge2a-4e-66-2,J3.6,3,Hobbyist,Female,0,US,NONE,0,0,1,1,1,,,,,,,,
657eE-7g8g0-33,J4.7,5,Undergraduate_Student,Female,1,Canada,C#,3,0,0,2,1,,,,,,,,
532iI4C2G-8-35,J8.54,5,Graduate_Student,Female,1,INDIA,JAVA,0,0,2,1,0,,,,,,,,
630AE4g-9A-5-50,J8.54,3,Professional_Developer,Male,12,US,JAVA,0,0,3,0,0,,,,,,,,
61ae4E2e164,J8.54,5,Professional_Developer,Male,35,US,"python, c++",0,0,2,1,0,,,,,,,,
54ee2E5G30-4,J4.7,4,Hobbyist,Male,1,US,JAVA,2,0,1,1,1,,,,,,,,
82Ai8C-3i739,J8.54,3,Hobbyist,Female,2,US,JAVA,0,0,2,1,0,,,,,,,,
1147iA9a5c196,J6.51,3,Hobbyist,Female,1,US,C#,3,0,0,2,1,,,,,,,,
1517gG7e-9a5-12:13EE-9c-7e880,J1.8,5,Graduate_Student,Female,4,INDIA,JAVA,0,0,1,0,1,,,,,,,,
452Ig6c-9G-502:768Ga1I8G-27-2:69eC6i-8G00-4,J1.8,4,Hobbyist,Male,35,US,Euphoria,0,1,2,0,0,,,,,,,,
999ga-2G-2G995:687Ci0C-3e-4-55,J4.7,5,Professional_Developer,Male,10,Croatia,Python,0,0,1,2,0,,,,,,,,
1270GI8C5i-6-19,J6.51,5,Undergraduate_Student,Male,9,US,c++,0,0,2,1,0,,,,,,,,
40Ge-1c-3I-31-7,J1.8,4,Professional_Developer,Male,3,INDIA,HTML,1,0,0,1,1,,,,,,,,
529EI4e7C696,J8.54,3,Professional_Developer,Male,8,US,JAVA,0,0,3,0,0,,,,,,,,
90Ai-9A0a-8-28,J4.7,3,Hobbyist,Male,30,US,PHP,2,1,0,2,0,,,,,,,,
183EC9G-6E-4-40,J3.6,3,Hobbyist,Female,2,INDIA,php,0,0,1,0,0,,,,,,,,
352iG-9c-2C29-1,J4.7,3,Undergraduate_Student,Male,1,US,C++,0,0,1,2,0,,,,,,,,
1577Cc1E-5E1-9-3,J3.6,5,Undergraduate_Student,Male,2,US,Ada,0,0,1,0,0,,,,,,,,
702ci-6A7G-38-5,J5.35,3,Professional_Developer,Female,10,INDIA,JAVA,0,1,1,1,0,,,,,,,,
104eE-2E-5a05-8,J5.35,3,Professional_Developer,Male,2,US,VB.NET,2,1,0,2,0,,,,,,,,
98ce7A-4i-507,J1.8,4,Undergraduate_Student,Female,10,US,c#,0,1,2,0,0,,,,,,,,
47iC7C7I-8-2-2,J3.6,3,Professional_Developer,Male,30,US,"vb.net, vbscript, vba",0,0,1,1,0,,,,,,,,
19CG-8g8e502:609ie-1e-7i-69-2,J3.6,5,Other,Male,12,US,JAVA,0,0,3,0,0,,,,,,,,
831AG1c-9G-3-45,J2.24,3,Hobbyist,Male,5,US,C++,0,0,1,2,0,,,,,,,,
651iA8E0i-867,J4.7,5,Professional_Developer,Male,10,US,JAVA,0,0,3,0,0,,,,,,,,
1266Gc-4I7C152,J3.6,3,Professional_Developer,Female,9,INDIA,PHP,0,0,1,1,0,,,,,,,,
494gg-5i2I0-76,J1.8,5,Graduate_Student,Male,1,US,C++,0,0,2,1,0,,,,,,,,
53Aa5c-1C-9-70,J4.7,3,Undergraduate_Student,Male,3,US,JAVA,0,0,2,0,0,,,,,,,,
318ei6C-4e59-7,J8.54,5,Hobbyist,Male,15,US,JAVA,0,0,3,0,0,,,,,,,,
669Ce-6e1a4-71,J5.35,3,Hobbyist,Male,15,US,Python,0,1,1,1,0,,,,,,,,
1029gC9I4C-463,J2.24,5,Undergraduate_Student,Male,2,INDIA,JAVA,3,0,0,1,2,,,,,,,,
94ce-5I9a-4-3-6:477Gi5i-7I316,J8.54,4,Hobbyist,Male,14,US,JAVA,0,0,1,2,0,,,,,,,,
1254gg5C-2C06-7,J6.51,5,Professional_Developer,Female,16,US,"C, Python",0,1,2,0,0,,,,,,,,
270eG-5c6A3-46:65eI-2i-2I-9-36,J1.8,5,Professional_Developer,Male,20,US,C#,0,1,2,0,0,,,,,,,,
1494IE-6g9G9-48,J1.8,4,Hobbyist,Male,8,US,python,0,0,1,1,0,,,,,,,,
270ie-2C-4c-550:97ai0I-8C871,J1.8,5,Professional_Developer,Male,20,US,c++,0,0,2,1,0,,,,,,,,
918aC-7a-9A-710,J8.54,3,Professional_Developer,Male,10,US,C#,0,0,3,0,0,,,,,,,,
1222ae-7A3c2-7-6,J6.51,4,Other,Female,12,US,c++,0,0,2,0,1,,,,,,,,
300eA0A3G951,J3.6,3,Professional_Developer,Male,20,US,"PHP, Perl",0,0,1,1,0,,,,,,,,
1110Ge7a2g-1-70,J4.7,3,Hobbyist,Female,0,US,html,3,0,0,3,0,,,,,,,,
138iA3e-9A-85-8,J8.54,4,Undergraduate_Student,Male,2,US,JAVA,0,0,1,0,2,,,,,,,,
1330Ie9C-8c236,J4.7,3,Graduate_Student,Female,10,US,JAVA,1,0,2,1,0,,,,,,,,
23Ai-8E5A-1-1-1,J4.7,5,Hobbyist,Male,1,US,python,0,0,1,2,0,,,,,,,,
607iG-5I0i314,J3.6,4,Hobbyist,Male,15,US,JAVA,0,0,1,1,1,,,,,,,,
1269AG-3e1e-50-8,J6.51,3,Undergraduate_Student,Male,1,US,JAVA,2,0,0,2,0,,,,,,,,
749ei0A6I-20-1,J4.7,4,Professional_Developer,Male,15,US,C#,3,0,0,2,1,,,,,,,,
663Eg0E6G90-1,J8.54,5,Other,Female,15,US,Python,0,0,2,1,0,,,,,,,,
256ai-9C-4A-2-5-9,J3.6,5,Graduate_Student,Male,10,US,JAVA,0,0,1,0,0,,,,,,,,
645ca0i0i87-5:419ee1I0A201,J4.7,5,Professional_Developer,Male,20,US,c++,0,1,2,0,0,,,,,,,,
668IE-2E-3i-9-1-6,J8.54,4,Hobbyist,Male,9,US,"C, Python",2,0,1,2,0,,,,,,,,
80Ga2E9e43-9,J4.7,4,Graduate_Student,Male,2,Latvia,JAVA,1,0,1,1,0,,,,,,,,
1608Ic8c-7G-423,J4.7,4,Undergraduate_Student,Male,3,US,"c++, assembly",1,0,0,1,1,,,,,,,,
1445ca0A-2a-819,J1.8,3,Undergraduate_Student,Male,2,US,JAVA,0,0,0,2,0,,,,,,,,
893ec6i-1a-49-2,J4.7,4,Professional_Developer,Male,17,US,JAVA,0,0,3,0,0,,,,,,,,
35eA-7i-2a656,J7.33,5,Professional_Developer,Male,3,INDIA,JAVA,0,0,2,1,0,,,,,,,,
931EE-1g8a-456,J2.24,3,Undergraduate_Student,Male,4,US,JAVA,0,0,0,3,0,,,,,,,,
508Ie-4g5I2-2-6,J8.54,3,Undergraduate_Student,Female,20,US,C++,1,0,0,1,0,,,,,,,,
230GE3I5a522,J3.6,4,Professional_Developer,Female,6,US,JAVA,0,0,3,0,0,,,,,,,,
33IE-8g0A9-7-8,J6.51,5,Professional_Developer,Male,8,US,JAVA,0,1,1,1,0,,,,,,,,
75IG0G-7C6-30:286AC-3A-2g0-74:3aI0C8I-9-2-5,J3.6,4,Professional_Developer,Female,9,INDIA,PHP,0,1,2,0,0,,,,,,,,
739Gg9c-2G37-5,J8.54,3,Professional_Developer,Female,15,INDIA,php,0,0,2,1,0,,,,,,,,
391Ce-9e0c133,J3.6,5,Hobbyist,Male,3,US,JAVA,1,0,2,1,0,,,,,,,,
59gA3i5E2-7-9:249IE-2a8E-92-1,J3.6,5,Graduate_Student,Male,12,Colombia,C++,0,1,2,0,0,,,,,,,,
813AE9c-9a-61-1,J4.7,3,Graduate_Student,Male,6,INDIA,JAVA,0,0,1,1,1,,,,,,,,
1598AG0g-8e-9-32,J1.8,4,Professional_Developer,Male,25,US,c++,0,1,1,0,0,,,,,,,,
178Ci-7G0E5-62,J3.6,4,Professional_Developer,Male,5,US,C,1,0,1,1,1,,,,,,,,
8EI3i9I949:931ii-1c6G-5-95,J5.35,3,Other,Female,10,US,JAVA,0,1,2,0,0,,,,,,,,
22Ce-7c-5C-5-49,J5.35,5,Professional_Developer,Male,8,US,JAVA,1,0,0,2,1,,,,,,,,
588IC-1C8c-145,J4.7,4,Hobbyist,Male,12,US,Python,0,1,2,0,0,,,,,,,,
1582ai0e2I065,J4.7,5,Graduate_Student,Male,2,INDIA,JAVA,1,1,1,1,0,,,,,,,,
1161Ag9E2A015,J4.7,4,Undergraduate_Student,Male,10,US,JAVA,1,0,2,1,0,,,,,,,,
613IA4G3g400,J7.33,3,Graduate_Student,Male,6,US,JAVA,0,0,2,0,0,,,,,,,,
1274Ie3c0A69-4,J6.51,5,Hobbyist,Female,1,US,bash,3,0,0,2,1,,,,,,,,
499Ig1e5E736,J4.7,3,Other,Female,26,US,SAS,0,0,1,2,0,,,,,,,,
805aA4C3C-174,J4.7,4,Hobbyist,Male,2,US,JAVA,0,0,3,0,0,,,,,,,,
515IG1e8A-9-36,J7.33,5,Hobbyist,Male,33,US,JAVA,0,1,1,0,0,,,,,,,,
90Ge-2g-4c24-7,J4.7,5,Professional_Developer,Male,3.5,INDIA,JAVA,1,1,0,1,0,,,,,,,,
1524GC-4c-6e84-1,J4.7,5,Professional_Developer,Female,16,INDIA,JAVA,0,1,1,0,0,,,,,,,,
97ci7A-6e537:520EG-8e-4a-42-5,J7.33,5,Graduate_Student,Female,1,INDIA,JAVA,0,0,0,1,1,,,,,,,,
1506IC2A8e2-20:615gC7g-8i-21-3:85aA-1G-5e8-11:89cG-4a4I-5-15,J3.6,5,Undergraduate_Student,Male,4,US,JAVA,0,0,1,1,1,,,,,,,,
1176aG-6g3A-509,J6.51,3,Undergraduate_Student,Male,2,US,JAVA,2,0,1,1,1,,,,,,,,
76Ig1I7i943,J4.7,5,Hobbyist,Male,10,Poland,PHP,0,0,3,0,0,,,,,,,,
1303cA-9c3g-609,J4.7,3,Professional_Developer,Male,4,INDIA,5,0,0,3,0,0,,,,,,,,
486cI5E-5e4-98,J3.6,4,Professional_Developer,Male,10,US,JAVA,0,0,1,1,1,,,,,,,,
99IG-7e4g019,J4.7,5,Professional_Developer,Male,15,US,JAVA,0,1,0,2,0,,,,,,,,
775GI0a2G-680,J8.54,3,Professional_Developer,Female,2,INDIA,JAVA,0,1,1,0,1,,,,,,,,
13CI-4i-5G7-5-1,J8.54,3,Undergraduate_Student,Male,8,US,JAVA,0,0,3,0,0,,,,,,,,
789ga-6I1C50-4,J4.7,4,Undergraduate_Student,Female,5,US,JAVA,0,0,2,1,0,,,,,,,,
1522GC0e-3c50-8,J1.8,5,Undergraduate_Student,Male,2,US,c++,0,0,2,0,0,,,,,,,,
600Ea-6C6E443,J8.54,5,Professional_Developer,Male,12,US,"C, VHDL, Python",0,0,3,0,0,,,,,,,,
283ci-2e-2C70-8,J7.33,5,Undergraduate_Student,Male,17,US,JAVA,0,0,3,0,0,,,,,,,,
673eG3G4e074,J8.54,3,Hobbyist,Male,16,US,C#,0,0,1,2,0,,,,,,,,
56II-1e7E-789:57CI-4g3G20-9,J6.51,5,Hobbyist,Female,9,US,PHP,0,0,1,0,0,,,,,,,,
214ea9G9i04-1,J3.6,3,Graduate_Student,Male,4,US,JAVA,1,0,0,2,1,,,,,,,,
9GI2A-8C06-5,J4.7,5,Professional_Developer,Male,8,US,JAVA,0,1,2,0,0,,,,,,,,
512cC-2g-1G0-6-7,J3.6,3,Professional_Developer,Male,4,US,JAVA,0,0,1,0,0,,,,,,,,
19EC-9E-6c37-8,J4.7,4,Graduate_Student,Male,8,Germany,JAVA,0,0,3,0,0,,,,,,,,
44iA1A8E-495,J6.51,4,Graduate_Student,Female,3,INDIA,perl,0,0,3,0,0,,,,,,,,
598Ia1G-5e2-45,J4.7,5,Hobbyist,Female,3,US,JAVA,0,0,1,0,0,,,,,,,,
1010Cc7a3A2-9-6,J6.51,5,Professional_Developer,Male,35,US,"python, c++",0,1,1,1,0,,,,,,,,
3AG2a6c-6-4-6:485Gg1i-6E-150:13GC7c-2c-843,J8.54,5,Other,Male,6,US,python,0,1,1,1,0,,,,,,,,
210AA2A1E-24-1,J3.6,4,Undergraduate_Student,Female,2,US,HTML,1,0,0,1,0,,,,,,,,
251cg0c6g505,J8.54,4,Hobbyist,Male,4,Serbia,python,0,0,3,0,0,,,,,,,,
1035cc-5g1C3-98,J4.7,4,Undergraduate_Student,Other,2,US,JAVA,0,0,3,0,0,,,,,,,,
661ee-4e-8c4-5-6,J8.54,4,Professional_Developer,Male,10,US,"C,C++,.NET",0,1,1,1,0,,,,,,,,
754cC2G-2A-4-8-2,J4.7,5,Undergraduate_Student,Male,2,INDIA,JAVA,2,0,0,3,0,,,,,,,,
1057Ce-9i-9E-105,J4.7,4,Undergraduate_Student,Male,2,US,C++,0,0,1,0,1,,,,,,,,
1449GA0I-4C14-1,J1.8,4,Undergraduate_Student,Male,4,US,php and C++,0,1,2,0,0,,,,,,,,
1033Ae4A5G2-3-4,J3.6,5,Professional_Developer,Male,25,US,"c#, c++",0,1,2,0,0,,,,,,,,
1059Ec7i-9C0-64,J4.7,5,Professional_Developer,Male,19,US,JAVA,0,1,1,0,0,,,,,,,,
4IC-5i7I612:81ia8g6g-3-69:10IE-1i1e662,J3.6,4,Graduate_Student,Male,1,INDIA,JAVA,0,0,3,0,0,,,,,,,,
996ec0C2g-36-7:7ga-6A-2g8-9-1,J4.7,5,Hobbyist,Male,8,US,Python,1,0,2,0,1,,,,,,,,
23EE-1c8E1-7-2:16eA-3g-9A-7-5-3,J2.24,4,Professional_Developer,Female,6,INDIA,"PHP,MySQL",1,1,1,0,1,,,,,,,,
106EC-9i-4a-718,J4.7,4,Other,Female,35,US,JAVA,0,1,1,0,0,,,,,,,,
1036GI8I-8e6-30,J4.7,4,Undergraduate_Student,Male,1,US,JSP,1,0,0,1,0,,,,,,,,
702gc9c4a9-86,J3.6,3,Professional_Developer,Male,20,US,JAVA,1,0,0,2,1,,,,,,,,
513EI6i2E44-6,J8.54,4,Hobbyist,Male,5,US,JAVA,0,0,2,0,1,,,,,,,,
1007Ce4C-7e-8-3-7,J4.7,3,Professional_Developer,Female,2,US,JAVA,0,1,1,1,0,,,,,,,,
1213eA-4e-9g0-98,J6.51,5,Professional_Developer,Male,10,US,C#,0,0,2,0,1,,,,,,,,
1662iG5A2G0-7-8:1702Ec2c-6C3-9-5,J4.7,3,Undergraduate_Student,Female,3,US,JAVA,0,0,1,0,0,,,,,,,,
10Ei5i-5c-61-9,J7.33,5,Professional_Developer,Male,7,US,visual fox pro,0,1,1,0,1,,,,,,,,
94CA2E-8e-485:14aa-9a8A-9-86,J3.6,5,Professional_Developer,Male,15,US,"HTML, CSS",0,0,1,0,1,,,,,,,,
1600Cc-8c9E841:67GE4A0g-870,J4.7,4,Undergraduate_Student,Male,3,US,C++,1,0,1,2,0,,,,,,,,
1138Ec-3g8I-6-1-9,J4.7,3,Graduate_Student,Male,3,INDIA,JAVA,0,0,0,1,1,,,,,,,,
545gg-4G7e00-1,J5.35,3,Hobbyist,Male,30,US,JAVA,2,1,0,2,0,,,,,,,,
81aa3e6E7-48,J4.7,4,Undergraduate_Student,Male,3,US,JAVA,0,0,3,0,0,,,,,,,,
1566Gg-1I7G-1-4-3,J4.7,4,Professional_Developer,Male,2,canada,JAVA,0,0,2,1,0,,,,,,,,
527ei-7g-8c1-70,J8.54,5,Graduate_Student,Male,3,US,R,0,0,2,1,0,,,,,,,,
502Ia1G-7i-502,J1.8,5,Hobbyist,Male,15,INDIA,"VB.Net, SQL",0,0,3,0,0,,,,,,,,
845EI-3g-3E700,J4.7,5,Undergraduate_Student,Male,6,US,"C#, C++",0,0,3,0,0,,,,,,,,
14Gg6e1I7-56,J4.7,5,Professional_Developer,Male,28,US,JAVA,0,0,3,0,0,,,,,,,,
101GC1i5g-7-61:1008II-5a4e60-9:110gg-3i2G-6-94,J4.7,5,Professional_Developer,Male,15,INDIA,JAVA,0,0,3,0,0,,,,,,,,
957cC5C0E4-4-5,J4.7,5,Undergraduate_Student,Male,2,US,Ada,0,1,2,0,0,,,,,,,,
18ii-3A8a-2-2-3:17cC4a2e-8-2-6,J7.33,3,Hobbyist,Male,5,US,C#,0,0,2,0,1,,,,,,,,
1519cI0C0C5-18,J1.8,4,Undergraduate_Student,Male,2,US,C,0,0,2,0,0,,,,,,,,
1126Ai0i0i-74-1,J8.54,5,Hobbyist,Male,15,US,JAVA,0,0,3,0,0,,,,,,,,
346Gg6E5E475,J3.6,4,Professional_Developer,Male,4,US,JAVA,0,1,2,0,0,,,,,,,,
941eE-4G9i-56-4:283Aa7E0I474,J1.8,3,Undergraduate_Student,Male,5,US,JAVA,0,0,3,0,0,,,,,,,,
1493Ai0E9A4-49,J4.7,4,Professional_Developer,Male,35,US,"python, c++",0,0,3,0,0,,,,,,,,
1026Ae-6g1E-5-62,J4.7,4,Other,Female,5,INDIA,VisualBasic,2,0,0,3,0,,,,,,,,
16GI2i-7c70-7,J4.7,4,Hobbyist,Female,2,US,python,1,0,2,0,1,,,,,,,,
625ce5g-7c1-7-9,J4.7,4,Other,Male,30,US,C++,0,0,1,0,0,,,,,,,,
1AI-7e-8i090,J4.7,4,Hobbyist,Male,35,US,Euphoria,0,0,1,1,1,,,,,,,,
741Ec-1c3C-7-2-5,J8.54,3,Undergraduate_Student,Male,6,US,Python,0,0,2,1,0,,,,,,,,
