Worker Id,User quit ?,Worker Score,Worker Experience,Years Programming,Worker Gender,Worker Age,Worker Country,Prog Language,Learned on,#HITs,#Questions Answered,#Yes,#No's,#IDK,Difficulty Average,Confidence Average,Answer Duration Average,Day of most answers,#Expected Yes,#Expected No's,Optimism(Yes'/Expected Yes's),Pessimism(No'/Expected No's),#True Positives,#True Negatives,#False Positives,#False Negatives,#IDK2,Total,,,
719ce-7c-2G606,Quit without reason,-1,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,
421GI-1E3c-459,Quit without reason,-1,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,
557GI-7e0c2-11,Failed Test,20,Hobbyist,1.00,Male,32,United States,C++,University,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1.00
843ii-9e5G-376,Failed Test,40,Hobbyist,1.00,Female,40,USA,powerbuilder,Web,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1.00
1158CA0c0E-9-4-5,Failed Test,0,Hobbyist,1.00,Female,29,USA,C#,Web,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1.00
89EG0c1C1-34,Failed Test,20,Hobbyist,1.00,Prefer not to tell,40,United States,"If you would consider it a language, Bash for linux (terminal language)",Web,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1.00
1196eA0a0e1-2-2,Failed Test,-1,Hobbyist,1.00,Male,23,USA,Java,High School,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1.00
1274Ie3c0A69-4,Completed Tasks,100,Hobbyist,1.00,Female,31,United States,bash,"University,Web",1,3,0,0,3,3,0,197.481,2.0,1,2,0,0,0,0,0,0,3,3,,,1.00
449aG3a8a657,Failed Test,0,Hobbyist,1.00,Female,37,usa,none,University,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1.00
795Ic6g1A4-90,Failed Test,20,Hobbyist,1.00,Male,32,USA,Python,Web,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1.00
84ce4C-2G766,Failed Test,20,Hobbyist,1.00,Male,33,usa,html,Web,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1.00
623AI3I0g-9-44,Failed Test,40,Hobbyist,1.00,Male,27,United States,java,Web,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1.00
384EI5E0g6-43,Failed Test,-1,Hobbyist,1.00,Female,55,usa,auto hot key,Web,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1.00
31iG6C-3C-626,Quit without reason,-1,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,
154Cg-5g7C-8-4-8,Failed Test,20,Hobbyist,1.00,Male,24,USA,java,High School,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1.00
1561IG7A-7g-7-7-6,Failed Test,-1,Hobbyist,1.00,Male,31,USA,Java,University,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1.00
226EG2c-2g9-1-9,Failed Test,-1,Hobbyist,1.00,Male,29,United States,Java,Web,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1.00
1570gE-7c0a990,Failed Test,-1,Hobbyist,1.00,Male,31,USA,python,Web,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1.00
658Gi1A6C-285,Failed Test,20,Hobbyist,1.00,Male,31,USA,java,"High School,Web",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1.00
56iE7C-8i046,Failed Test,-1,Hobbyist,1.00,Male,24,usa,english,High School,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1.00
1038iG0i-3g-5-81,Quit without reason,-1,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,
36Ec0G3a-50-9,Quit without reason,-1,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,
939Ic0c8A-4-33,Failed Test,-1,Hobbyist,1.00,Male,35,United STates,"python, java",Web,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1.00
493eI-8C4C-2-7-1,Failed Test,-1,Hobbyist,1.00,Female,26,United States,"Visual Fox Pro, SQL",Other Work,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1.00
48EA-1a-7I1-38,Failed Test,40,Hobbyist,1.00,Male,26,INDIA,ASP.NET,Web,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1.00
984CE9i-6g-90-1,Failed Test,-1,Hobbyist,1.00,Female,35,USA,Java,Web,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1.00
958EG-8G-8a-9-87,Failed Test,-1,Hobbyist,1.00,Male,44,usa,Visual Basic,University,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1.00
1527ge-3C-3i125,Failed Test,-1,Hobbyist,1.00,Female,25,USA,"Python, Java",-,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1.00
679cc3G-4E-7-7-3,Completed Tasks,60,Hobbyist,1.50,Male,25,U.S.A.,"Python, R, Javascript",Web,2,6,1,3,2,3,1,366.8266667,2.0,1,5,1,0.6,0,3,1,0,2,6,,,1.00
54Ca3A0C-3-3-7,Quit without reason,-1,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,
74aG1G-4e-31-9,Failed Test,0,Hobbyist,10.00,Male,27,USA,"Java, HTML",High School,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1.00
604Ic-1I5i105,Quit,100,Hobbyist,10.00,Male,41,USA,Python,University,2,3,2,1,0,2,4,603.7756667,2.0,2,1,1,1,2,1,0,0,0,3,,,1.00
645Ci1i-5C938,Quit without reason,-1,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,
296CC-4I-1e4-23,Failed Test,40,Hobbyist,10.00,Male,38,USA,php,Web,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1.00
1432Ge-2A-6a-382,Completed Tasks,80,Hobbyist,10.00,Male,28,USA,Python,"University,Web",1,3,0,3,0,2,4,171.3036667,4.0,1,2,0,1.5,0,2,0,1,0,3,,,1.00
539ae4I6e-38-3,Failed Test,20,Hobbyist,10.00,Male,34,USA,Java,Web,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1.00
304gI-5a7I084,Failed Test,40,Hobbyist,10.00,Female,30,United States,Javascript,"University,Web",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1.00
64EE-4E5g296,Failed Test,40,Hobbyist,10.00,Male,29,USA,C and C++,"High School,Web",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1.00
1435IE7I7G-3-1-1,Quit without reason,-1,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,
933aA8A-9c149,Quit without reason,-1,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,
470Gc0A-7e-350,Completed Tasks,100,Hobbyist,10.00,Male,51,United States,"C++, PHP, JavaScript",Web,1,2,1,1,0,4,2,382.5445,1.0,1,1,1,1,0,0,1,1,0,2,,,1.00
11Ic8c-7G9-32,Completed Tasks,60,Hobbyist,10.00,Male,28,USA,Python,"University,Web",1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1.00
1450ic1G0a-53-4,Quit without reason,-1,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,
1502GA-8G2i517,Completed Tasks,100,Hobbyist,10.00,Male,23,United States of America,.net,"High School,Web,Other Books",1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1.00
234aa0i6E5-57,Failed Test,40,Hobbyist,10.00,Male,29,usa,java,High School,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1.00
390Ig0g7g-55-8,Failed Test,40,Hobbyist,10.00,Female,30,United States,HTML,"University,Web",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1.00
1017Ci-3A8g1-72,Quit without reason,-1,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,
242eg-3G-1c-790,Quit without reason,-1,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,
1307GA6A2A546,Quit without reason,-1,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,
22IG8g-9E-223,Failed Test,20,Hobbyist,10.00,Male,29,India,"VB.net, MQL4","High School,University,Web",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1.00
943ai-3e2E-42-6,Failed Test,-1,Hobbyist,10.00,Male,29,USA,Python,High School,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1.00
1187Ie1E5I34-4,Failed Test,20,Hobbyist,10.00,Male,28,USA,Java,Web,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1.00
251gA2e5E140,Failed Test,-1,Hobbyist,10.00,Male,59,USA,HTML,Web,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1.00
76Ig1I7i943,Completed Tasks,100,Hobbyist,10.00,Male,37,Poland,PHP,"University,Web",1,3,0,3,0,1,5,339.0403333,6.0,0,3,0,1,0,3,0,0,0,3,,,1.00
933Ea0e-8e-71-2,Failed Test,20,Hobbyist,10.00,Prefer not to tell,34,USA,java,"University,Web",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1.00
1637iG-2a8A-1-2-5,Quit without reason,-1,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,
1047eE-3e7i-9-95,Failed Test,40,Hobbyist,10.00,Male,26,usa,"C++, SQL",Web,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1.00
67Ii1A2i-669,Failed Test,40,Hobbyist,10.00,Male,30,USA,"vb.net, html, ahk, userscript","High School,University,Web",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1.00
392Gi-2i4i-1-9-3,Failed Test,40,Hobbyist,10.00,Male,43,usa,"html, javascript,","University,Web",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1.00
934Ie-2e4C-690,Failed Test,-1,Hobbyist,10.00,Male,28,USA,Python,"University,Web",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1.00
101Eg6E-5a2-8-8,Quit without reason,-1,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,
354gA7E-2c-838,Failed Test,20,Hobbyist,10.00,Male,29,USA,Python,"High School,Web",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1.00
1470ig7A6c09-9,Quit without reason,-1,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,
1437AC-2i-2A03-5,Failed Test,40,Hobbyist,10.00,Male,42,United States,c++,"University,Web",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1.00
947AI1I8A-95-4,Quit without reason,-1,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,
1335ec-3g3e-1-88,Quit without reason,-1,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,
534ai6A6i-868,Failed Test,40,Hobbyist,10.00,Male,31,USA,C++,Web,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1.00
65Ec3i-4a-5-20,Quit without reason,-1,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,
111AA-7A-4e3-94,Failed Test,-1,Hobbyist,10.00,Male,43,USA,PHP,"University,Web",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1.00
282Gc0G5I-964,Quit without reason,-1,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,
1452Aa-9c-6c-40-3,Failed Test,-1,Hobbyist,10.00,Male,34,USA,Java,Web,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1.00
66Ig3i-8i-7-4-5,Completed Tasks,100,Hobbyist,10.00,Female,32,USA,python,"University,Web",1,3,0,3,0,2,4,795.5716667,6.0,0,3,0,1,0,3,0,0,0,3,,,1.00
304Ai7I9C-3-76,Quit without reason,-1,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,
923Ca4I6e-4-88,Quit without reason,-1,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,
23AI6g7A9-4-1,Quit without reason,-1,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,
789CA7A-4e8-84,Failed Test,20,Hobbyist,10.00,Female,31,USA,java,Web,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1.00
1247ia-7i-9E3-14,Failed Test,-1,Hobbyist,10.00,Female,48,US,"C++, Javascript",University,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1.00
960iG-2E0G7-2-8,Completed Tasks,80,Hobbyist,10.00,Male,32,USA,C#,"High School,University,Web",1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1.00
581iA-4g5G211,Quit without reason,-1,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,
12Aa-1i0e9-2-7,Quit without reason,-1,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,
594eG-2e-7C12-9,Completed Tasks,60,Hobbyist,10.00,Male,29,India,"VB.net, MQL4","High School,University,Web",1,3,2,1,0,2,4,218.8676667,1.0,0,3,0,0.333333333,0,1,2,0,0,3,,,1.00
375Cg5g9I-2-8-2,Failed Test,20,Hobbyist,10.00,Female,42,US,CSS,Web,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1.00
122Ga-4e5g-7-5-1,Failed Test,40,Hobbyist,10.00,Male,30,USA,"Vb.net, HTML, ahk, userscript","High School,University,Web",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1.00
941CC5i1e-2-16,Failed Test,-1,Hobbyist,10.00,Male,26,USA,"PHP, HTML",Web,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1.00
798CC-7g8G-9-5-7,Failed Test,20,Hobbyist,10.00,Female,30,USA,JAVA,Web,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1.00
1006IA2G7i-58-2,Failed Test,0,Hobbyist,10.00,Male,44,US,java,High School,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1.00
833EA-6I-9e514,Failed Test,20,Hobbyist,10.00,Female,53,USA,html,Web,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1.00
350gG8A3I-31-3,Quit,100,Hobbyist,10.00,Male,29,India,"VB.Net, SQL","University,Other Books",1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1.00
1022ig2a-4e-483,Failed Test,0,Hobbyist,10.00,Male,44,US,java,High School,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1.00
37Ec-2a-1E-921,Quit without reason,-1,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,
401ca5G0i205,Failed Test,-1,Hobbyist,10.00,Female,28,United States,"HTML, CSS",Web,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1.00
45Ga-3a6i39-9,Failed Test,20,Hobbyist,10.00,Male,28,USA,Python,"University,Web",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1.00
70ec-2g7E-720,Failed Test,40,Hobbyist,10.00,Female,44,USA,Basic,Web,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1.00
22gi-2G-3A-36-9,Failed Test,20,Hobbyist,10.00,Male,34,USA,C,"High School,Web",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1.00
59ii9G-1e7-63,Failed Test,20,Hobbyist,10.00,Male,32,USA,HTML,Web,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1.00
366eE5E-6C-650,Failed Test,20,Hobbyist,12.00,Female,38,USA,html,Web,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1.00
36GA-1e0g5-2-2,Quit without reason,-1,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,
261eG0E6A-98-1,Quit without reason,-1,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,
666cg2a-4C2-83,Completed Tasks,60,Hobbyist,12.00,Female,54,USA,C++,Other Self taught,1,3,1,2,0,4,2,227.484,1.0,1,2,1,1,1,2,0,0,0,3,,,1.00
588IC-1C8c-145,Completed Tasks,80,Hobbyist,12.00,Male,30,USA,Python,"High School,University,Web",1,3,1,2,0,3,3,285.5666667,1.0,1,2,1,1,1,2,0,0,0,3,,,1.00
779ia2G-6e4-2-1,Quit,-1,Hobbyist,12.00,Male,28,usa,AutoIT (basic),"High School,University,Web",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1.00
3AI7C4g38-9,Completed Tasks,60,Hobbyist,12.00,Male,28,United States,HTML,"High School,Web",2,6,3,2,1,4,2,48.33416667,1.0,0,6,0,0.333333333,0,2,3,0,1,6,,,1.00
3GA5e7a-810,Failed Test,20,Hobbyist,12.00,Female,32,canada,java,University,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1.00
1356eC5c0E-26-4,Failed Test,20,Hobbyist,12.00,Male,36,india,ms office,"High School,Web",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1.00
43IC4E-5c0-3-2,Completed Tasks,60,Hobbyist,12.00,Male,31,USA,AJAX,"High School,University,Web",1,2,0,1,1,2,2,157.841,1.0,2,0,0,0,0,0,0,1,1,2,,,1.00
869iE2e9a7-9-1,Failed Test,-1,Hobbyist,12.00,Male,31,USA,AJAX,"High School,Web",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1.00
1118Ig2i7I-6-92,Quit without reason,-1,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,
475ci-2c7g-62-4,Quit without reason,-1,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,
33ac-3i3I5-8-3:72ag4C-7e4-1-9,Completed Tasks,100,Hobbyist,13.00,Male,39,United States of America,"Python, Elixir",Web,8,21,3,18,0,2,4,426.6644762,1.0,6,15,0.5,1.2,3,15,0,3,0,21,,,1.00
398iA0G-4E1-78,Completed Tasks,100,Hobbyist,13.00,Male,29,United States,JavaScript,"High School,University,Web",4,12,5,6,1,3,2,132.0326667,1.0,4,8,1.25,0.75,3,5,2,1,1,12,,,1.00
88GI8a-1G-800,Quit without reason,-1,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,
11gC-7G4C303,Failed Test,40,Hobbyist,13.00,Male,29,United States,JavaScript,"High School,University,Web",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1.00
1208Ie0a-4I-43-6,Failed Test,-1,Hobbyist,13.00,Male,29,United States,JavaScript,"High School,University,Web",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1.00
50cC6E-5e5-16,Failed Test,-1,Hobbyist,13.00,Female,31,USA,C++,"High School,Other books",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1.00
1337ig-1E4I81-7,Quit without reason,-1,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,
94ce-5I9a-4-3-6:477Gi5i-7I316,Completed Tasks,80,Hobbyist,14.00,Male,32,USA,"PHP, JavaScript",Web,2,5,3,2,0,2,3,448.146,4.0,1,4,3,0.5,1,2,2,0,0,5,,,1.00
0ic9C7A762,Completed Tasks,100,Hobbyist,14.00,Female,31,USA,C++,"High School,University,Other books",1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1.00
924aa5i6e-901,Failed Test,-1,Hobbyist,14.00,Male,31,United States of America,C#,"High School,Web",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1.00
12AA9A9A1-8-1,Failed Test,-1,Hobbyist,14.00,Female,29,United States,JAVA,High School,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1.00
778EG-8a-1I82-1,Quit without reason,-1,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,
25cC0a3a920,Failed Test,-1,Hobbyist,15.00,Male,33,usa,"Ruby, Java","High School,Web",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1.00
757II-4c-5I812,Failed Test,-1,Hobbyist,15.00,Male,66,India,sql,Other In office,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1.00
1229cG-8G1G-915,Completed Tasks,80,Hobbyist,15.00,Male,32,USA,C++,"High School,University,Web",2,3,1,2,0,1,5,218.9456667,2.0,0,3,0,0.666666667,0,2,1,0,0,3,,,1.00
669Ce-6e1a4-71,Completed Tasks,60,Hobbyist,15.00,Male,37,USA,Python,Web,3,9,3,4,2,4,3,671.4976667,2.0,1,8,3,0.5,1,4,2,0,2,9,,,1.00
1167Aa-8e-3C2-5-7,Quit without reason,-1,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,
755ic-7g-8i-480,Quit without reason,-1,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,
593cg-2C2E662,Failed Test,40,Hobbyist,15.00,Male,35,USA,"JAVA, C",Web,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1.00
237Eg-5i-4c21-2,Failed Test,40,Hobbyist,15.00,Male,32,US,C,Web,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1.00
34cI1E-5G-710,Quit without reason,-1,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,
703ac5E9C60-3,Failed Test,-1,Hobbyist,15.00,Male,33,United States,Python,"High School,University,Web",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1.00
396Gg-1i-3i-63-1,Failed Test,40,Hobbyist,15.00,Male,36,Indonesia,"HTML, PHP",Web,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1.00
125GC8g3G1-50,Failed Test,-1,Hobbyist,15.00,Male,46,USA,VBA,Web,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1.00
44gc0g-2g533,Failed Test,20,Hobbyist,15.00,Male,35,USA,"JAVA, C","High School,University,Web",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1.00
318ei6C-4e59-7,Completed Tasks,100,Hobbyist,15.00,Male,30,USA,Javascript,Web,1,3,0,3,0,1,5,269.4406667,1.0,0,3,0,1,0,3,0,0,0,3,,,1.00
472aa6a0C277,Failed Test,-1,Hobbyist,15.00,Male,40,usa,C++,University,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1.00
607iG-5I0i314,Completed Tasks,80,Hobbyist,15.00,Male,35,USA,"JAVA, C",Web,1,3,1,2,0,2,4,98.08566667,1.0,1,2,1,1,0,1,1,1,0,3,,,1.00
175Ge-8I-3A-684,Completed Tasks,60,Hobbyist,15.00,Male,32,USA,"Perl, Java","High School,University,Web",1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1.00
45GG-1a-8g-4-28,Quit without reason,-1,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,
281gg-8C-8C764,Failed Test,20,Hobbyist,15.00,Male,40,USA,Perl,"University,Web",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1.00
1289Ag0i0C2-3-2,Quit without reason,-1,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,
311CG-4G3a1-2-8,Failed Test,40,Hobbyist,15.00,Female,40,USA,HTML,"Web,Other playing around",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1.00
96CE1c7G35-1:591ga-7E0E9-88,Completed Tasks,80,Hobbyist,15.00,Female,31,USA,"java, python",Web,7,15,6,9,0,3,3,683.4681333,1.0,3,12,2,0.75,1,7,5,2,0,15,,,1.00
86GI-2G8C0-73,Completed Tasks,80,Hobbyist,15.00,Male,32,USA,c++,"High School,Web",1,2,0,2,0,1,4,109.335,5.0,0,2,0,1,0,2,0,0,0,2,,,1.00
111gC5I-5c-91-5,Failed Test,40,Hobbyist,15.00,Female,31,USA,"java, python",Web,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1.00
1126Ai0i0i-74-1,Completed Tasks,100,Hobbyist,15.00,Male,29,USA,"Python, JavaScript, PHP, Java","Web,Other Instructional books",1,3,0,3,0,2,4,223.0923333,2.0,0,3,0,1,0,3,0,0,0,3,,,1.00
1101EG9I3G-450,Quit without reason,-1,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,
194Ii-3g-7g-8-85,Quit without reason,-1,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,
158CA7e7a984,Failed Test,0,Hobbyist,15.00,Male,33,United States,Basic,High School,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1.00
59eA3i6i030:86GA-3G-4C8-5-2,Quit,80,Hobbyist,15.00,Male,31,United States of America,C#,"High School,Web",8,18,4,14,0,2,3,1082.728278,5.0,4,14,1,1,3,13,1,1,0,18,,,1.00
44ai-6c8A-73-2,Failed Test,-1,Hobbyist,15.00,Male,33,America,C,Web,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1.00
1328EA2C-3E612,Failed Test,-1,Hobbyist,15.00,Female,37,USA,HTML,Web,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1.00
52Ce2i0i-614,Completed Tasks,100,Hobbyist,15.00,Male,29,United States,"C++, Visual Basic",Other Middle school,1,3,0,3,0,2,4,421.441,5.0,1,2,0,1.5,0,2,0,1,0,3,,,1.00
502Ia1G-7i-502,Completed Tasks,100,Hobbyist,15.00,Male,29,India,"VB.Net, SQL",Other Self Help Books,1,3,0,3,0,1,5,139.602,1.0,0,3,0,1,0,3,0,0,0,3,,,-1.00
1225GG-7G0c-700,Failed Test,40,Hobbyist,15.00,Male,42,usa,java script,University,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,-1.00
243Ei2E-6E705,Quit without reason,-1,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,
